tick,angle,x,y,vx,vy,horizontal_bps,vertical_bps
126,-90.0,302.44780450469256,-185.99441489522903,2.879082173159089,-1.3748312658641315,57.581643463181784,-27.49662531728263
127,-90.0,305.2980958835771,-187.42014956352457,2.8502913788845654,-1.4257346682955532,57.005827577691306,-28.514693365911064
128,-90.0,308.11988437585535,-188.89576956717383,2.8217884922782166,-1.4756200036492517,56.43576984556433,-29.512400072985034
129,0.0,311.0467147537303,-190.21490643606649,2.9268303778749556,-1.319136868892659,58.53660755749911,-26.382737377853182
130,-90.0,313.94427685573896,-191.5860605942677,2.8975621020086355,-1.3711541582012239,57.95124204017271,-27.423083164024476
131,-90.0,316.8128633643608,-193.0081916969835,2.868586508621855,-1.4221311027157684,57.3717301724371,-28.44262205431537
132,-90.0,319.6527640352534,-194.48028020629582,2.839900670892609,-1.4720885093123302,56.79801341785218,-29.441770186246604
133,0.0,322.5972108139809,-195.79630229712268,2.9444467787274844,-1.316022090826872,58.88893557454969,-26.32044181653744
134,-90.0,325.51221315300154,-197.16440397276003,2.915002339020642,-1.368101675637343,58.30004678041284,-27.36203351274686
135,-90.0,328.3980654964316,-198.58354364250496,2.8858523434300642,-1.4191396697449437,57.71704686860129,-28.382793394898872
136,-90.0,331.25505934394903,-200.05270054744884,2.8569938475173964,-1.4691569049438649,57.139876950347926,-29.383138098877296
137,-90.0,334.08348328023766,-201.57087434384164,2.828423936288639,-1.5181737963928106,56.56847872577278,-30.36347592785621
138,0.0,337.0206742907162,-202.9275436586646,2.9371910104785295,-1.3566693148229623,58.743820209570586,-27.133386296459246
139,-90.0,339.9284934191012,-204.3354796145934,2.9078191283849804,-1.4079359559287956,58.15638256769961,-28.158719118575913
140,-90.0,342.80723438393346,-205.79365687978375,2.8787409648322546,-1.458177265190346,57.57481929664509,-29.16354530380692
141,-90.0,345.6571879665712,-207.3010706290087,2.8499535826377453,-1.5074137492249422,56.99907165275491,-30.148274984498844
142,0.0,348.6147346069288,-208.6482495820449,2.957546640357575,-1.3471789530361937,59.150932807151506,-26.943579060723874
143,-90.0,351.54270580908815,-210.04688498324165,2.927971202159362,-1.3986354011967481,58.55942404318724,-27.972708023934963
144,-90.0,354.4413973271492,-211.4959477046172,2.898691518061078,-1.4490627213755454,57.97383036122156,-28.98125442751091
145,-90.0,357.31110195767377,-212.9944292007298,2.8697046305245437,-1.4984814961125914,57.39409261049087,-29.969629922251826
146,0.0,360.28740627186767,-214.33372990636755,2.9763043141938894,-1.3393007056377682,59.52608628387779,-26.786014112755364
147,-90.0,363.2339475713039,-215.7246446249636,2.9465412994362,-1.3909147185960256,58.930825988724,-27.818294371920512
148,-90.0,366.1510234858461,-217.16614107724317,2.9170759145422456,-1.4414964522795768,58.34151829084491,-28.829929045591534
149,-90.0,369.03892866906233,-218.6572076294974,2.887905183216227,-1.491066552254227,57.75810366432454,-29.82133104508454
150,0.0,372.0325908590904,-219.98996835452482,2.9936621900280853,-1.3327607250274047,59.87324380056171,-26.655214500548094
151,-90.0,374.996316455768,-221.37447389199795,2.963725596677592,-1.384505537473129,59.274511933551835,-27.69011074946258
152,-90.0,377.9304048247431,-222.80968934665484,2.934088368975106,-1.435215454656893,58.68176737950212,-28.70430909313786
153,-90.0,380.8351523380101,-224.29460052111904,2.904747513267002,-1.4849111744641963,58.094950265340046,-29.698223489283926
154,0.0,383.84493999078273,-225.62193220282998,3.009787652772599,-1.3273316817109335,60.19575305545197,-26.546633634218672
155,-90.0,386.8246297957312,-227.00111727774942,2.979689804948445,-1.3791850749194365,59.593796098968895,-27.58370149838873
156,-90.0,389.7745227310467,-228.4311186790022,2.949892935315497,-1.4300014012527944,58.997858706309934,-28.600028025055888
157,-90.0,392.69491676514144,-229.91092008103092,2.920394034094713,-1.4798014020287296,58.40788068189426,-29.59602804057459
