"tick","angle"
"0","-0"
"1","-0"
"2","-90"
"3","-90"
"4","-73.761401688943664"
"5","-50.750935739985124"
"6","-38.760743762772528"
"7","-31.5709707201807"
"8","-27.528512954922835"
"9","-25.497874916349748"
"10","-24.626716152758323"
"11","-24.364178227229331"
"12","-24.401610933093909"
"13","-24.581041002342509"
"14","-24.825469734479956"
"15","-25.098083439694257"
"16","-25.381469885352217"
"17","-25.667564367824244"
"18","-25.952752909335366"
"19","-26.235360340678469"
"20","-26.51498895543509"
"21","-26.792089615910246"
"22","-27.067143410473069"
"23","-27.339884086327817"
"24","-27.609065330918931"
"25","-27.873593823614065"
"26","-28.133457465143323"
"27","-28.389793611699922"
"28","-28.644333761072794"
"29","-28.897876389851376"
"30","-29.150171448887733"
"31","-29.39997043708129"
"32","-29.645687640882546"
"33","-29.886979649292755"
"34","-30.124527771329159"
"35","-30.35970063358485"
"36","-30.593646916852872"
"37","-30.826709111609354"
"38","-31.058355271849216"
"39","-31.287543146659285"
"40","-31.513847583229655"
"41","-31.737347506341131"
"42","-31.958590378232103"
"43","-32.178312239622073"
"44","-32.396636561457399"
"45","-32.613229078368484"
"46","-32.827557885453025"
"47","-33.039016764386773"
"48","-33.24765116256323"
"49","-33.454138355398491"
"50","-33.659249506622174"
"51","-33.863660525128061"
"52","-34.067408992710156"
"53","-34.269878366738737"
"54","-34.470357717164262"
"55","-34.668122530179893"
"56","-34.863077322668197"
"57","-35.055780017777842"
"58","-35.247050133082617"
"59","-35.437631820057227"
"60","-35.627720641660112"
"61","-35.817107401957756"
"62","-36.005123336457196"
"63","-36.191295705444901"
"64","-36.375452254464911"
"65","-36.557626330395365"
"66","-36.738190463968515"
"67","-36.917160810003566"
"68","-37.094552964272282"
"69","-37.2703550316809"
"70","-37.444680284777412"
"71","-37.617969383564471"
"72","-37.79054699714527"
"73","-37.962625720023084"
"74","-38.133885447326591"
"75","-38.303958159234369"
"76","-38.472398484562603"
"77","-38.638800121528064"
"78","-38.802743250175318"
"79","-38.964529086674645"
"80","-39.124973316588544"
"81","-39.285514930726634"
"82","-39.446875698217347"
"83","-39.608040923989662"
"84","-39.766813023842616"
"85","-39.92224282296813"
"86","-40.07592483437984"
"87","-40.230293886035106"
"88","-40.3863791595141"
"89","-40.542361631184221"
"90","-40.693914923922279"
"91","-40.837857564148493"
"92","-40.98030543094557"
"93","-41.133159208476243"
"94","-41.292002371080358"
"95","-41.433009226065906"
"96","-41.560405753407501"
"97","-41.714301166460828"
"98","-41.882724649108148"
"99","-41.986208042859197"
"100","-42.144300032413938"
"101","-42.249128471315849"
"102","-42.727411746660508"
"103","-41.32498127889103"
"104","-46.764954920624781"
"105","-33.883743664831179"
"106","-68.425465078046557"
"107","-0"
"108","-78.338607259658531"
"109","-0"
"110","-77.530035816206876"
"111","-0"
"112","-89.888137943396245"
"113","-0"
"114","-90"
"115","-0"
"116","-90"
"117","-0"
"118","-90"
"119","-0"
"120","-90"
"121","-0"
"122","-90"
"123","-0"
"124","-90"
"125","-0"
"126","-90"
"127","-16.97180318133038"
"128","-90"
"129","-0"
"130","-90"
"131","-0"
"132","-90"
"133","-22.323703192228482"
"134","-90"
"135","-0"
"136","-90"
"137","-0"
"138","-90"
"139","-33.191413440149972"
"140","-90"
"141","-0"
"142","-90"
"143","-0"
"144","-90"
"145","-0"
"146","-90"
"147","-36.301628437541943"
"148","-90"
"149","-0"
"150","-90"
"151","-0"
"152","-0"
"153","-0"
"154","-0"
"155","-0"
"156","-0"
"157","-0"
"158","-0"
"159","-0"
"160","-0"
"161","-0"
"162","-0"
"163","-0"
"164","-0"
"165","11.91910293206746"
"166","29.823292074211942"
"167","52.034209516357208"
"168","90"
"169","90"
"170","90"
"171","79.610955363059688"
"172","73.050759992717701"
"173","68.543541609003768"
"174","64.954585606584502"
"175","61.919813226649055"
"176","59.270925418853935"
"177","56.910402927746404"
"178","54.776495916499492"
"179","52.826823502065473"
"180","51.030737189316241"
"181","49.365276323713431"
"182","47.812512396091236"
"183","46.358275331770834"
"184","44.991043718897224"
"185","43.701312508321067"
"186","42.48111563205962"
"187","41.323723564490486"
"188","40.223364128187235"
"189","39.175045996308839"
"190","38.174422714714488"
"191","37.217657123769591"
