tick,angle
0,-89.537499999799991
1,-51.976618833334165
2,-37.335572960270554
3,-27.217152585688581
4,-20.141331331039211
5,-15.288431312457902
6,-12.476312628029769
7,-10.980593185037629
8,-10.476452974006467
9,-10.757075212254664
10,-10.958008447708039
11,-11.497642793850588
12,-12.109130442058316
13,-12.730071117587528
14,-13.376514316864789
15,-13.889328182982467
16,-14.449474897022919
17,-14.942222454986677
18,-15.449608853848673
19,-15.948027251514503
20,-16.434968861842449
21,-16.907250442920997
22,-17.363350486700426
23,-17.803979660163563
24,-18.231324777177406
25,-18.647872738956352
26,-19.055520706415635
27,-19.45525029918754
28,-19.847287875609751
29,-20.2314997760446
30,-20.607770907002262
31,-20.976218836626813
32,-21.337220546659111
33,-21.691314064879023
34,-22.039062163892254
35,-22.380944508514673
36,-22.717306535704765
37,-23.048362221353955
38,-23.174235094514888
39,-23.895024022585385
40,-24.010880201101727
41,-24.322051952412934
42,-24.628770229308941
43,-24.930781882263517
44,-25.228801308633919
45,-25.522814583368699
46,-25.812725280376654
47,-26.099085118612066
48,-26.381832193783879
49,-26.66095444369509
50,-26.936560944066599
51,-27.208839959826342
52,-27.47803153951341
53,-27.743958304647961
54,-28.006905599913757
55,-28.266754762295349
56,-28.523720356222938
57,-28.777908002936471
58,-29.029286424543493
59,-29.27794679558226
60,-29.524007402245381
61,-29.767538132108861
62,-30.008566466516612
63,-30.247113001617748
64,-30.483213945592475
65,-30.716922944448505
66,-30.948303119555526
67,-31.177420113741817
68,-31.404338926075866
69,-31.629120573558779
70,-31.851813559649607
71,-32.072440661077763
72,-32.290991816809019
73,-32.507442640175761
74,-32.721813058527886
75,-32.934245623083932
76,-33.145018659770486
77,-33.354362289403383
78,-33.562036478265256
79,-33.766965931703851
80,-33.967551561243774
81,-34.162356471790297
82,-34.346772256342504
83,-34.503531234927685
84,-34.569914173158409
85,-34.368070461229983
86,-33.406869894000977
87,-30.066725076685479
88,-18.634186840817279
89,-1.3249149333205423e-08
90,-1.2269239846318669e-08
91,-1.113278358388925e-10
92,-2.8416896071803421e-06
93,-1.213038558489643e-10
94,-0.0077436477440642193
95,-2.1722746765817647e-06
96,-0.016467009915217545
97,-6.4261485022143461e-11
98,-5.7696070143720135e-11
99,-2.6352729065592939e-05
100,1.437252017427335e-11
101,4.9513497486068454
102,16.456707827378189
103,27.174209389965672
104,38.541390485470849
105,52.703243344340635
106,55.658584860269364
107,53.558870021871734
108,51.625637341326097
109,49.84965432350225
110,48.189501199301382
111,46.635353125048795
112,45.180827500919861
113,43.797059286625924
114,42.492438999314068
115,41.253670202657837
116,40.073891743026493
117,38.948578620468211
118,37.871827096103502
119,36.838605546900688
120,35.846607711978002
121,34.885159692951696
122,33.976152074897264
123,33.080486773569568
124,32.219998683652904
125,31.388524616151091
126,30.575971015246594
127,29.787388098736574
128,29.018627377559017
129,28.268300473189143
130,27.534260519904709
131,26.815201510329835
132,26.101740519543572
133,25.409744244434783
134,24.726354756158884
135,24.034408506199998
136,23.376017573830904
137,22.714519585600002
138,22.03223656910794
139,21.359685086153238
140,20.683060137528138
141,19.998710467403843
142,19.305718129146886
143,18.590590040315718
144,17.857877157511073
145,17.09706575684346
146,16.301557144207802
147,15.461173291787428
148,14.562600106177099
149,13.590172512764656
150,12.522760515586894
151,11.330848467472485
152,9.9739988706098845
153,8.3919322388220543
154,6.6957471770556474
155,4.1917744657946363
156,1.1392242791180713
157,1.5815385903464092e-11
158,1.2431514464015596e-11
159,9.4125977317762305e-12
160,6.6327605879463884e-12
161,-3.1939643164946574e-05
