tick,angle
0,0
1,0
2,-89.989999999999995
3,-89.989999999999995
4,-73.691401690000006
5,-50.720935740000002
6,-38.750743759999999
7,-31.56097072
8,-27.518512950000002
9,-25.497874920000001
10,-24.616716149999998
11,-24.36417823
12,-24.411610929999998
13,-24.584040999999999
14,-24.825469734479956
15,-25.10108344
16,-25.38846989
17,-25.674564369999999
18,-25.952752909335366
19,-26.245360340000001
20,-26.524988960000002
21,-26.792089619999999
22,-27.06714341
23,-27.339884090000002
24,-27.609065330918931
25,-27.873593823614065
26,-28.140457470000001
27,-28.389793610000002
28,-28.647333759999999
29,-28.907876389999998
30,-29.150171448887733
31,-29.399970440000001
32,-29.645687640882546
33,-29.886979649292755
34,-30.124527771329159
35,-30.369700630000001
36,-30.593646916852872
37,-30.836709110000001
38,-31.068355270000001
39,-31.287543146659285
40,-31.51684758
41,-31.744347510000001
42,-31.95859038
43,-32.178312239622073
44,-32.406636560000003
45,-32.613229078368484
46,-32.827557890000001
47,-33.039016764386773
48,-33.24765116256323
49,-33.454138360000002
50,-33.659249506622174
51,-33.873660530000002
52,-34.067408992710156
53,-34.279878369999999
54,-34.470357717164262
55,-34.678122530000003
56,-34.863077322668197
57,-35.055780017777842
58,-35.250050129999998
59,-35.437631820057227
60,-35.644720640000003
61,-35.817107401957756
62,-36.005123336457196
63,-36.191295705444901
64,-36.38545225
65,-36.554626329999998
66,-36.72819046
67,-36.924160809999997
68,-37.104552959999999
69,-37.2703550316809
70,-37.44768028
71,-37.627969380000003
72,-37.79054699714527
73,-37.965625719999998
74,-38.133885450000001
75,-38.313958159999999
76,-38.489398479999998
77,-38.618800120000003
78,-38.805743249999999
79,-38.964529086674645
80,-39.124973316588544
81,-39.302514930000001
82,-39.4468757
83,-39.608040923989662
84,-39.759813020000003
85,-39.939242819999997
86,-40.07592483437984
87,-40.240293889999997
88,-40.376379159999999
89,-40.542361631184221
90,-40.703914920000003
91,-40.837857560000003
92,-40.990305429999999
93,-41.133159210000002
94,-41.292002369999999
95,-41.433009226065906
96,-41.573405749999999
97,-41.714301166460828
98,-41.872724650000002
99,-42.016208040000002
100,-42.144300032413938
101,-42.239128469999997
102,-42.727411746660508
103,-41.32498127889103
104,-46.764954920624781
105,-33.883743664831179
106,-68.415465080000004
107,0
108,-78.445607260000003
109,0
110,-78.093035819999997
111,0
112,-85.868137939999997
113,0
114,-89.989999999999995
115,0
116,-89.989999999999995
117,0
118,-89.989999999999995
119,0
120,-89.989999999999995
121,0
122,-89.989999999999995
123,0
124,-89.989999999999995
125,0
126,-89.989999999999995
127,-17.05180318
128,-89.989999999999995
129,0
130,-89.989999999999995
131,0
132,-89.989999999999995
133,-22.313703189999998
134,-89.989999999999995
135,0
136,-89.989999999999995
137,0
138,-89.989999999999995
139,-33.191413439999998
140,-89.989999999999995
141,0
142,-89.989999999999995
143,0
144,-89.989999999999995
145,0
146,-89.989999999999995
147,-36.271628440000001
148,-89.989999999999995
149,0
150,-89.989999999999995
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,11.936102930000001
166,29.84329207
167,52.064209519999999
168,89.989999999999995
169,89.989999999999995
170,89.989999999999995
171,79.750955360000006
172,73.093759989999995
173,68.580541609999997
174,64.981585609999996
175,61.909813229999997
176,59.297925419999999
177,56.910402927746404
178,54.779495920000002
179,52.839823500000001
180,51.030737189316241
181,49.385276320000003
182,47.809512400000003
183,46.34827533
184,45
185,43.711312509999999
186,42.491115630000003
187,41.326723559999998
188,40.213364130000002
189,39.185046
190,38.171422710000002
191,37.20465712
192,36.311383259999999
193,35.422602029493561
194,34.568613540000001
195,33.767026885062528
196,32.985645986249693
197,32.2325142032334
198,31.51285253
199,30.811019600000002
200,30.11551867
201,29.458957009999999
202,28.836055120000001
203,28.206638359999999
204,27.598633889999999
205,27.037963021044874
206,26.483738760000001
207,25.928027029999999
208,25.391002695719152
209,24.870858898281313
210,24.360874249999998
211,23.879315770000002
212,23.386537463711505
213,22.917878210000001
214,22.446728669999999
215,22.002476011461098
216,21.550533730000001
217,21.12433527
218,20.702340140489909
219,20.284985015406662
220,19.87174096
221,19.47406367
222,18.973389690000001
223,18.684168459999999
224,18.303834009999999
225,17.910782740574419
226,17.531393407814932
227,17.155015385688884
228,16.7839454
229,16.398419860000001
230,16.036622210065076
231,15.664622835505213
232,15.281406990000001
233,14.905840570000001
234,14.536583119480412
235,14.13914289
236,13.760712376068795
237,13.357212410000001
238,12.958069200000001
239,12.511212759999999
240,12.075910601290502
241,11.59743997
242,11.10277939
243,10.575207989738828
244,9.98352635
245,9.3409867799999997
246,8.6316246099999994
247,7.7994382860624967
248,6.8136962900000002
249,5.6497681899999996
250,4.1420857800000004
251,2.16759105
252,0
253,0
254,0
